Index,orderid,Customer Name,shipmode,sales,quantity,discount,profit,segment,region,state,subcategory,category,orderdate_day,orderdate_weekday,orderdate_month,orderdate_year,shipdate_day,shipdate_month,shipdate_year,preparationtime
8692,8693,Brian Moss,First Class,36.24,1,0.0,15.2208,Consumer,West,California,Accessories                                       ,Technology,13,Samstag,12,2014,15,12,2014,2
8693,8694,Brian Moss,Standard Class,72.48,2,0.0,30.4416,Consumer,East,New York,Accessories                                       ,Technology,2,Mittwoch,9,2015,8,9,2015,6
8694,8695,Brian Moss,Standard Class,217.44,6,0.0,91.3248,Consumer,West,Montana,Accessories                                       ,Technology,11,Donnerstag,4,2013,18,4,2013,7
8695,8696,Jonathan Doherty,Same Day,144.96,4,0.0,60.8832,Consumer,West,Washington,Accessories                                       ,Technology,13,Freitag,9,2013,13,9,2013,0
8696,8697,Todd Boyes,Standard Class,36.24,1,0.0,15.2208,Consumer,West,California,Accessories                                       ,Technology,22,Sonntag,2,2015,26,2,2015,4
8697,8698,Todd Boyes,Standard Class,1.98,2,0.0,0.891,Home Office,Central,Wisconsin,Accessories                                       ,Technology,24,Montag,8,2015,30,8,2015,6
8698,8699,Hallie Redmond,Standard Class,1.98,2,0.0,0.891,Corporate,Central,Indiana,Accessories                                       ,Technology,29,Dienstag,10,2013,2,11,2013,4
8699,8700,Lori Olson,Standard Class,2.376,3,0.2,0.7425,Consumer,Central,Illinois,Accessories                                       ,Technology,8,Sonntag,6,2014,12,6,2014,4
8700,8701,Vivian Mathis,Standard Class,2.376,3,0.2,0.7425,Corporate,South,Florida,Accessories                                       ,Technology,30,Samstag,4,2016,5,5,2016,5
8701,8702,Kelly Lampkin,Second Class,2.97,3,0.0,1.3365,Corporate,East,New York,Accessories                                       ,Technology,20,Sonntag,11,2016,24,11,2016,4
8702,8703,Kelly Lampkin,Standard Class,27.12,2,0.2,-4.746,Consumer,East,Ohio,Accessories                                       ,Technology,11,Montag,4,2016,15,4,2016,4
8703,8704,Jack O'Briant,Standard Class,40.68,3,0.2,-7.119,Consumer,Central,Illinois,Accessories                                       ,Technology,2,Freitag,9,2016,6,9,2016,4
8704,8705,Jack O'Briant,Second Class,101.7,6,0.0,6.102,Corporate,South,Georgia,Accessories                                       ,Technology,29,Sonntag,11,2015,2,12,2015,3
8705,8706,Pete Armstrong,Standard Class,67.8,4,0.0,4.068,Consumer,South,Georgia,Accessories                                       ,Technology,19,Donnerstag,5,2016,23,5,2016,4
8706,8707,Pete Armstrong,Same Day,16.95,1,0.0,1.017,Home Office,West,California,Accessories                                       ,Technology,6,Sonntag,11,2016,6,11,2016,0
8707,8708,Pete Armstrong,Standard Class,67.8,4,0.0,4.068,Consumer,West,California,Accessories                                       ,Technology,9,Donnerstag,5,2013,15,5,2013,6
8708,8709,Pete Armstrong,Standard Class,33.9,2,0.0,2.034,Corporate,West,Washington,Accessories                                       ,Technology,6,Samstag,4,2013,12,4,2013,6
8709,8710,Vivian Mathis,First Class,139.93,7,0.0,34.9825,Consumer,West,California,Accessories                                       ,Technology,28,Donnerstag,11,2013,1,12,2013,3
8710,8711,Vivian Mathis,Standard Class,31.984,2,0.2,1.999,Consumer,West,Arizona,Accessories                                       ,Technology,13,Freitag,11,2015,20,11,2015,7
8711,8712,Vivian Mathis,First Class,59.97,3,0.0,14.9925,Home Office,East,Connecticut,Accessories                                       ,Technology,27,Freitag,11,2015,29,11,2015,2
8712,8713,Sam Zeldin,Standard Class,59.97,3,0.0,14.9925,Consumer,East,New York,Accessories                                       ,Technology,12,Donnerstag,11,2015,17,11,2015,5
8713,8714,Sarah Brown,First Class,46.32,4,0.0,18.0648,Corporate,West,California,Accessories                                       ,Technology,6,Samstag,9,2014,8,9,2014,2
8714,8715,Sarah Brown,Standard Class,37.056,4,0.2,8.8008,Consumer,East,Ohio,Accessories                                       ,Technology,10,Samstag,9,2016,17,9,2016,7
8715,8716,Sarah Brown,Standard Class,18.528,2,0.2,4.4004,Consumer,Central,Texas,Accessories                                       ,Technology,6,Donnerstag,2,2014,13,2,2014,7
8716,8717,Elpida Rittenbach,Standard Class,74.112,8,0.2,17.6016,Consumer,South,North Carolina,Accessories                                       ,Technology,23,Mittwoch,11,2016,28,11,2016,5
8717,8718,Clay Cheatham,Standard Class,18.528,2,0.2,4.4004,Corporate,South,Tennessee,Accessories                                       ,Technology,16,Sonntag,10,2016,21,10,2016,5
8718,8719,Grant Donatelli,Standard Class,129.45,5,0.0,46.602,Corporate,West,California,Accessories                                       ,Technology,3,Mittwoch,9,2014,9,9,2014,6
8719,8720,Grant Carroll,Standard Class,41.424,2,0.2,8.2848,Home Office,South,Florida,Accessories                                       ,Technology,31,Sonntag,7,2016,4,8,2016,4
8720,8721,Don Miller,Second Class,41.424,2,0.2,8.2848,Corporate,Central,Texas,Accessories                                       ,Technology,18,Freitag,4,2014,22,4,2014,4
8721,8722,Don Miller,Standard Class,258.9,10,0.0,93.204,Home Office,East,Massachusetts,Accessories                                       ,Technology,3,Sonntag,7,2016,9,7,2016,6
8722,8723,Rob Haberlin,Second Class,155.34,6,0.0,55.9224,Consumer,Central,Indiana,Accessories                                       ,Technology,23,Samstag,4,2016,25,4,2016,2
8723,8724,Rob Haberlin,Standard Class,179.97,3,0.0,86.3856,Corporate,West,Washington,Accessories                                       ,Technology,8,Samstag,8,2015,12,8,2015,4
8724,8725,Maribeth Dona,Standard Class,239.96,4,0.0,115.1808,Corporate,West,California,Accessories                                       ,Technology,8,Samstag,10,2016,14,10,2016,6
8725,8726,Maribeth Dona,Second Class,239.96,5,0.2,83.986,Consumer,Central,Illinois,Accessories                                       ,Technology,17,Donnerstag,11,2016,21,11,2016,4
8726,8727,Maribeth Dona,Same Day,179.97,3,0.0,86.3856,Consumer,West,California,Accessories                                       ,Technology,16,Mittwoch,10,2013,17,10,2013,1
8727,8728,Liz Thompson,Standard Class,179.97,3,0.0,86.3856,Home Office,West,Washington,Accessories                                       ,Technology,22,Freitag,1,2016,26,1,2016,4
8728,8729,Carol Adams,Second Class,119.98,2,0.0,57.5904,Consumer,West,California,Accessories                                       ,Technology,18,Sonntag,12,2016,23,12,2016,5
8729,8730,Eric Barreto,Standard Class,23.18,2,0.0,7.6494,Consumer,East,Massachusetts,Accessories                                       ,Technology,18,Donnerstag,8,2016,22,8,2016,4
8730,8731,Fred Harton,First Class,34.77,3,0.0,11.4741,Corporate,East,New York,Accessories                                       ,Technology,31,Dienstag,12,2013,1,1,2014,1
8731,8732,Jennifer Braxton,Standard Class,46.36,4,0.0,15.2988,Consumer,West,California,Accessories                                       ,Technology,14,Freitag,10,2016,19,10,2016,5
8732,8733,Sara Luxemburg,Standard Class,18.544,2,0.2,3.0134,Corporate,East,Ohio,Accessories                                       ,Technology,12,Samstag,11,2016,17,11,2016,5
8733,8734,Sally Hughsby,Standard Class,27.816,3,0.2,4.5201,Consumer,Central,Texas,Accessories                                       ,Technology,18,Freitag,3,2016,23,3,2016,5
8734,8735,Sanjit Jacobs,Standard Class,29.99,1,0.0,13.1956,Home Office,East,New Hampshire,Accessories                                       ,Technology,17,Samstag,1,2015,21,1,2015,4
8735,8736,Sanjit Jacobs,Second Class,47.984,2,0.2,14.3952,Corporate,Central,Texas,Accessories                                       ,Technology,30,Montag,12,2013,1,1,2014,2
8736,8737,Craig Carroll,First Class,47.984,2,0.2,14.3952,Consumer,Central,Texas,Accessories                                       ,Technology,16,Samstag,1,2016,19,1,2016,3
8737,8738,Vivek Gonzalez,Same Day,59.98,2,0.0,26.3912,Home Office,West,Washington,Accessories                                       ,Technology,3,Sonntag,7,2016,3,7,2016,0
8738,8739,Cari Sayre,Standard Class,89.97,3,0.0,39.5868,Consumer,East,New York,Accessories                                       ,Technology,16,Montag,2,2015,20,2,2015,4
8739,8740,Adam Hart,First Class,71.976,3,0.2,21.5928,Consumer,West,Arizona,Accessories                                       ,Technology,20,Freitag,12,2013,22,12,2013,2
8740,8741,Andrew Allen,Standard Class,95.968,4,0.2,28.7904,Consumer,East,Pennsylvania,Accessories                                       ,Technology,21,Freitag,6,2013,25,6,2013,4
8741,8742,Andrew Allen,Second Class,167.944,7,0.2,50.3832,Home Office,South,North Carolina,Accessories                                       ,Technology,26,Montag,5,2014,29,5,2014,3
8742,8743,Rob Haberlin,Standard Class,89.97,3,0.0,39.5868,Corporate,West,California,Accessories                                       ,Technology,9,Montag,2,2015,13,2,2015,4
8743,8744,Quincy Jones,First Class,149.95,5,0.0,65.978,Consumer,South,Georgia,Accessories                                       ,Technology,15,Dienstag,1,2013,17,1,2013,2
8744,8745,Caroline Jumper,Standard Class,59.98,2,0.0,26.3912,Consumer,East,Maryland,Accessories                                       ,Technology,20,Freitag,9,2013,24,9,2013,4
8745,8746,Michael Moore,First Class,47.984,2,0.2,14.3952,Consumer,East,Pennsylvania,Accessories                                       ,Technology,16,Freitag,9,2016,18,9,2016,2
8746,8747,Bobby Elias,First Class,119.96,4,0.0,52.7824,Consumer,East,New York,Accessories                                       ,Technology,2,Montag,12,2013,4,12,2013,2
8747,8748,Maria Zettner,First Class,209.93,7,0.0,92.3692,Consumer,West,California,Accessories                                       ,Technology,30,Mittwoch,7,2014,31,7,2014,1
8748,8749,Maria Zettner,Second Class,119.96,5,0.2,35.988,Consumer,East,Ohio,Accessories                                       ,Technology,25,Sonntag,9,2016,27,9,2016,2
8749,8750,Maria Zettner,First Class,54.384,2,0.2,1.3596,Home Office,West,Colorado,Accessories                                       ,Technology,28,Mittwoch,9,2016,1,10,2016,3
8750,8751,Rob Haberlin,Standard Class,67.98,2,0.0,14.9556,Home Office,East,Maine,Accessories                                       ,Technology,13,Freitag,6,2014,19,6,2014,6
8751,8752,Alan Barnes,Standard Class,108.768,4,0.2,2.7192,Consumer,Central,Illinois,Accessories                                       ,Technology,1,Mittwoch,10,2014,5,10,2014,4
8752,8753,Alan Barnes,Second Class,54.384,2,0.2,1.3596,Consumer,East,Pennsylvania,Accessories                                       ,Technology,28,Sonntag,12,2014,31,12,2014,3
8753,8754,Roland Fjeld,Standard Class,81.576,3,0.2,2.0394,Consumer,Central,Illinois,Accessories                                       ,Technology,22,Sonntag,11,2015,27,11,2015,5
8754,8755,Harold Ryan,First Class,0.99,1,0.0,0.4356,Home Office,West,California,Accessories                                       ,Technology,12,Mittwoch,10,2016,14,10,2016,2
8755,8756,Harold Ryan,Standard Class,5.544,7,0.2,1.6632,Corporate,Central,Texas,Accessories                                       ,Technology,23,Samstag,11,2013,27,11,2013,4
8756,8757,Cindy Chapman,Standard Class,2.97,3,0.0,1.3068,Corporate,Central,South Dakota,Accessories                                       ,Technology,15,Montag,7,2013,19,7,2013,4
8757,8758,Cindy Chapman,Second Class,7.92,8,0.0,3.4848,Corporate,West,California,Accessories                                       ,Technology,27,Samstag,12,2014,29,12,2014,2
8758,8759,Cindy Chapman,Standard Class,1.584,2,0.2,0.4752,Consumer,South,Tennessee,Accessories                                       ,Technology,13,Samstag,8,2016,18,8,2016,5
8759,8760,Brenda Bowman,Standard Class,99.39,3,0.0,40.7499,Corporate,West,California,Accessories                                       ,Technology,16,Montag,11,2015,23,11,2015,7
8760,8761,Brenda Bowman,Standard Class,772.47,3,0.0,146.7693,Consumer,West,California,Accessories                                       ,Technology,19,Samstag,12,2015,25,12,2015,6
8761,8762,John Dryer,Same Day,1287.45,5,0.0,244.6155,Consumer,Central,Oklahoma,Accessories                                       ,Technology,26,Donnerstag,3,2015,26,3,2015,0
8762,8763,John Dryer,Standard Class,1287.45,5,0.0,244.6155,Corporate,West,California,Accessories                                       ,Technology,11,Montag,7,2016,18,7,2016,7
8763,8764,Art Miller,Same Day,185.528,7,0.2,48.7011,Corporate,West,Arizona,Accessories                                       ,Technology,15,Freitag,5,2015,15,5,2015,0
8764,8765,Art Miller,Standard Class,132.52,4,0.0,54.3332,Consumer,Central,Michigan,Accessories                                       ,Technology,10,Freitag,6,2016,15,6,2016,5
8765,8766,Art Miller,Standard Class,617.976,3,0.2,-7.7247,Home Office,South,Florida,Accessories                                       ,Technology,7,Donnerstag,4,2016,12,4,2016,5
8766,8767,Christine Kargatis,Standard Class,79.512,3,0.2,20.8719,Corporate,Central,Texas,Accessories                                       ,Technology,12,Dienstag,11,2013,16,11,2013,4
8767,8768,Eileen Kiefer,First Class,99.39,3,0.0,40.7499,Consumer,Central,Indiana,Accessories                                       ,Technology,5,Montag,12,2016,8,12,2016,3
8768,8769,Eileen Kiefer,Same Day,79.512,3,0.2,20.8719,Consumer,Central,Texas,Accessories                                       ,Technology,2,Freitag,10,2015,2,10,2015,0
8769,8770,Patrick Ryan,Second Class,1287.45,5,0.0,244.6155,Corporate,West,Washington,Accessories                                       ,Technology,27,Montag,6,2016,29,6,2016,2
8770,8771,Jack Garza,First Class,772.47,3,0.0,146.7693,Consumer,West,California,Accessories                                       ,Technology,15,Freitag,11,2013,18,11,2013,3
8771,8772,Nathan Cano,Standard Class,205.992,1,0.2,-2.5749,Consumer,South,Florida,Accessories                                       ,Technology,3,Freitag,6,2016,10,6,2016,7
8772,8773,Nathan Cano,First Class,617.976,3,0.2,-7.7247,Consumer,East,Pennsylvania,Accessories                                       ,Technology,22,Montag,9,2014,25,9,2014,3
8773,8774,Troy Blackwell,First Class,132.52,5,0.2,34.7865,Consumer,East,Ohio,Accessories                                       ,Technology,4,Montag,5,2015,6,5,2015,2
8774,8775,Troy Blackwell,Standard Class,3347.37,13,0.0,636.0003,Consumer,West,California,Accessories                                       ,Technology,12,Samstag,9,2015,18,9,2015,6
8775,8776,Bill Shonely,First Class,132.52,4,0.0,54.3332,Consumer,West,Washington,Accessories                                       ,Technology,18,Freitag,11,2016,21,11,2016,3
8776,8777,Bill Shonely,First Class,66.26,2,0.0,27.1666,Consumer,West,California,Accessories                                       ,Technology,22,Freitag,5,2015,24,5,2015,2
8777,8778,Alice McCarthy,Second Class,1319.96,4,0.0,527.984,Corporate,South,Alabama,Accessories                                       ,Technology,19,Donnerstag,11,2015,22,11,2015,3
8778,8779,Thais Sissman,First Class,1649.95,5,0.0,659.98,Consumer,West,California,Accessories                                       ,Technology,4,Freitag,12,2015,7,12,2015,3
